[ 2012-07-25T10:40:22+08:00 ] /gowb/admin.php/Public/login | INFO: Tag[ route_check ] --START--
[ 2012-07-25T11:48:19+08:00 ] /gowb/admin.php/Topwords?&p=1 | SQL: SELECT COUNT(*) AS tp_count FROM `wb_data_top_url` LIMIT 1   [ RunTime:0.000508s ]
[ 2012-07-25T11:48:19+08:00 ] /gowb/admin.php/Topwords?&p=1 | SQL: SELECT * FROM `wb_data_top_url` ORDER BY id asc LIMIT 0,1   [ RunTime:0.000309s ]
[ 2012-07-25T11:48:19+08:00 ] /gowb/admin.php/Topwords?&p=1 | INFO: Tag[ view_template ] --START--
[ 2012-07-25T11:48:19+08:00 ] /gowb/admin.php/Topwords?&p=1 | INFO: Run LocationTemplate Behavior [ RunTime:0.001028s ]
[ 2012-07-25T11:48:19+08:00 ] /gowb/admin.php/Topwords?&p=1 | INFO: Tag[ view_template ] --END-- [ RunTime:0.001220s ]
[ 2012-07-25T11:48:19+08:00 ] /gowb/admin.php/Topwords?&p=1 | INFO: Tag[ view_parse ] --START--
[ 2012-07-25T11:48:19+08:00 ] /gowb/admin.php/Topwords?&p=1 | INFO: Run ParseTemplate Behavior [ RunTime:0.018075s ]
[ 2012-07-25T11:48:19+08:00 ] /gowb/admin.php/Topwords?&p=1 | INFO: Tag[ view_parse ] --END-- [ RunTime:0.018313s ]
[ 2012-07-25T11:48:19+08:00 ] /gowb/admin.php/Topwords?&p=1 | INFO: Tag[ view_filter ] --START--
[ 2012-07-25T11:48:19+08:00 ] /gowb/admin.php/Topwords?&p=1 | INFO: Run ContentReplace Behavior [ RunTime:0.000980s ]
[ 2012-07-25T11:48:19+08:00 ] /gowb/admin.php/Topwords?&p=1 | INFO: Run TokenBuild Behavior [ RunTime:0.000969s ]
[ 2012-07-25T11:48:19+08:00 ] /gowb/admin.php/Topwords?&p=1 | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000642s ]
[ 2012-07-25T11:48:19+08:00 ] /gowb/admin.php/Topwords?&p=1 | INFO: Run ShowRuntime Behavior [ RunTime:0.001292s ]
[ 2012-07-25T11:48:19+08:00 ] /gowb/admin.php/Topwords?&p=1 | INFO: Tag[ view_filter ] --END-- [ RunTime:0.004439s ]
[ 2012-07-25T11:48:19+08:00 ] /gowb/admin.php/Topwords?&p=1 | INFO: Tag[ view_end ] --START--
[ 2012-07-25T11:48:19+08:00 ] /gowb/admin.php/Topwords?&p=1 | INFO: Run ShowPageTrace Behavior [ RunTime:0.001331s ]
[ 2012-07-25T11:48:19+08:00 ] /gowb/admin.php/Topwords?&p=1 | INFO: Tag[ view_end ] --END-- [ RunTime:0.001522s ]
[ 2012-07-25T11:48:22+08:00 ] /gowb/admin.php/Topwords?&p=2 | INFO: Tag[ route_check ] --START--
[ 2012-07-25T11:48:22+08:00 ] /gowb/admin.php/Topwords?&p=2 | INFO: Run CheckRoute Behavior [ RunTime:0.001160s ]
[ 2012-07-25T11:48:22+08:00 ] /gowb/admin.php/Topwords?&p=2 | INFO: Tag[ route_check ] --END-- [ RunTime:0.001377s ]
[ 2012-07-25T11:48:22+08:00 ] /gowb/admin.php/Topwords?&p=2 | INFO: Tag[ app_begin ] --START--
[ 2012-07-25T11:48:22+08:00 ] /gowb/admin.php/Topwords?&p=2 | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000991s ]
[ 2012-07-25T11:48:22+08:00 ] /gowb/admin.php/Topwords?&p=2 | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001174s ]
[ 2012-07-25T11:48:22+08:00 ] /gowb/admin.php/Topwords?&p=2 | SQL: SHOW COLUMNS FROM `wb_data_top_url` [ RunTime:0.003523s ]
[ 2012-07-25T11:48:22+08:00 ] /gowb/admin.php/Topwords?&p=2 | SQL: SELECT COUNT(*) AS tp_count FROM `wb_data_top_url` LIMIT 1   [ RunTime:0.000660s ]
[ 2012-07-25T11:48:22+08:00 ] /gowb/admin.php/Topwords?&p=2 | SQL: SELECT * FROM `wb_data_top_url` ORDER BY id asc LIMIT 1,1   [ RunTime:0.000499s ]
[ 2012-07-25T11:48:22+08:00 ] /gowb/admin.php/Topwords?&p=2 | INFO: Tag[ view_template ] --START--
[ 2012-07-25T11:48:22+08:00 ] /gowb/admin.php/Topwords?&p=2 | INFO: Run LocationTemplate Behavior [ RunTime:0.000932s ]
[ 2012-07-25T11:48:22+08:00 ] /gowb/admin.php/Topwords?&p=2 | INFO: Tag[ view_template ] --END-- [ RunTime:0.001123s ]
[ 2012-07-25T11:48:22+08:00 ] /gowb/admin.php/Topwords?&p=2 | INFO: Tag[ view_parse ] --START--
[ 2012-07-25T11:48:22+08:00 ] /gowb/admin.php/Topwords?&p=2 | INFO: Run ParseTemplate Behavior [ RunTime:0.019523s ]
[ 2012-07-25T11:48:22+08:00 ] /gowb/admin.php/Topwords?&p=2 | INFO: Tag[ view_parse ] --END-- [ RunTime:0.019764s ]
[ 2012-07-25T11:48:22+08:00 ] /gowb/admin.php/Topwords?&p=2 | INFO: Tag[ view_filter ] --START--
[ 2012-07-25T11:48:22+08:00 ] /gowb/admin.php/Topwords?&p=2 | INFO: Run ContentReplace Behavior [ RunTime:0.000874s ]
[ 2012-07-25T11:48:22+08:00 ] /gowb/admin.php/Topwords?&p=2 | INFO: Run TokenBuild Behavior [ RunTime:0.001073s ]
[ 2012-07-25T11:48:22+08:00 ] /gowb/admin.php/Topwords?&p=2 | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000668s ]
[ 2012-07-25T11:48:22+08:00 ] /gowb/admin.php/Topwords?&p=2 | INFO: Run ShowRuntime Behavior [ RunTime:0.001108s ]
[ 2012-07-25T11:48:22+08:00 ] /gowb/admin.php/Topwords?&p=2 | INFO: Tag[ view_filter ] --END-- [ RunTime:0.004333s ]
[ 2012-07-25T11:48:22+08:00 ] /gowb/admin.php/Topwords?&p=2 | INFO: Tag[ view_end ] --START--
[ 2012-07-25T11:48:22+08:00 ] /gowb/admin.php/Topwords?&p=2 | INFO: Run ShowPageTrace Behavior [ RunTime:0.001006s ]
[ 2012-07-25T11:48:22+08:00 ] /gowb/admin.php/Topwords?&p=2 | INFO: Tag[ view_end ] --END-- [ RunTime:0.001188s ]
[ 2012-07-25T11:48:29+08:00 ] /gowb/admin.php/Topwords?&p=3 | INFO: Tag[ route_check ] --START--
[ 2012-07-25T11:48:29+08:00 ] /gowb/admin.php/Topwords?&p=3 | INFO: Run CheckRoute Behavior [ RunTime:0.001734s ]
[ 2012-07-25T11:48:29+08:00 ] /gowb/admin.php/Topwords?&p=3 | INFO: Tag[ route_check ] --END-- [ RunTime:0.001976s ]
[ 2012-07-25T11:48:29+08:00 ] /gowb/admin.php/Topwords?&p=3 | INFO: Tag[ app_begin ] --START--
[ 2012-07-25T11:48:29+08:00 ] /gowb/admin.php/Topwords?&p=3 | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001056s ]
[ 2012-07-25T11:48:29+08:00 ] /gowb/admin.php/Topwords?&p=3 | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001251s ]
[ 2012-07-25T11:48:29+08:00 ] /gowb/admin.php/Topwords?&p=3 | SQL: SHOW COLUMNS FROM `wb_data_top_url` [ RunTime:0.004173s ]
[ 2012-07-25T11:48:29+08:00 ] /gowb/admin.php/Topwords?&p=3 | SQL: SELECT COUNT(*) AS tp_count FROM `wb_data_top_url` LIMIT 1   [ RunTime:0.000452s ]
[ 2012-07-25T11:48:29+08:00 ] /gowb/admin.php/Topwords?&p=3 | SQL: SELECT * FROM `wb_data_top_url` ORDER BY id asc LIMIT 2,1   [ RunTime:0.000461s ]
[ 2012-07-25T11:48:29+08:00 ] /gowb/admin.php/Topwords?&p=3 | INFO: Tag[ view_template ] --START--
[ 2012-07-25T11:48:29+08:00 ] /gowb/admin.php/Topwords?&p=3 | INFO: Run LocationTemplate Behavior [ RunTime:0.001005s ]
[ 2012-07-25T11:48:29+08:00 ] /gowb/admin.php/Topwords?&p=3 | INFO: Tag[ view_template ] --END-- [ RunTime:0.001196s ]
[ 2012-07-25T11:48:29+08:00 ] /gowb/admin.php/Topwords?&p=3 | INFO: Tag[ view_parse ] --START--
[ 2012-07-25T11:48:29+08:00 ] /gowb/admin.php/Topwords?&p=3 | INFO: Run ParseTemplate Behavior [ RunTime:0.024249s ]
[ 2012-07-25T11:48:29+08:00 ] /gowb/admin.php/Topwords?&p=3 | INFO: Tag[ view_parse ] --END-- [ RunTime:0.024475s ]
[ 2012-07-25T11:48:29+08:00 ] /gowb/admin.php/Topwords?&p=3 | INFO: Tag[ view_filter ] --START--
[ 2012-07-25T11:48:29+08:00 ] /gowb/admin.php/Topwords?&p=3 | INFO: Run ContentReplace Behavior [ RunTime:0.001017s ]
[ 2012-07-25T11:48:29+08:00 ] /gowb/admin.php/Topwords?&p=3 | INFO: Run TokenBuild Behavior [ RunTime:0.001123s ]
[ 2012-07-25T11:48:29+08:00 ] /gowb/admin.php/Topwords?&p=3 | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000810s ]
[ 2012-07-25T11:48:29+08:00 ] /gowb/admin.php/Topwords?&p=3 | INFO: Run ShowRuntime Behavior [ RunTime:0.001134s ]
[ 2012-07-25T11:48:29+08:00 ] /gowb/admin.php/Topwords?&p=3 | INFO: Tag[ view_filter ] --END-- [ RunTime:0.005632s ]
[ 2012-07-25T11:48:29+08:00 ] /gowb/admin.php/Topwords?&p=3 | INFO: Tag[ view_end ] --START--
[ 2012-07-25T11:48:29+08:00 ] /gowb/admin.php/Topwords?&p=3 | INFO: Run ShowPageTrace Behavior [ RunTime:0.002174s ]
[ 2012-07-25T11:48:29+08:00 ] /gowb/admin.php/Topwords?&p=3 | INFO: Tag[ view_end ] --END-- [ RunTime:0.002399s ]
[ 2012-07-25T11:48:30+08:00 ] /gowb/admin.php/Topwords?&p=4 | INFO: Tag[ route_check ] --START--
[ 2012-07-25T11:48:30+08:00 ] /gowb/admin.php/Topwords?&p=4 | INFO: Run CheckRoute Behavior [ RunTime:0.001248s ]
[ 2012-07-25T11:48:30+08:00 ] /gowb/admin.php/Topwords?&p=4 | INFO: Tag[ route_check ] --END-- [ RunTime:0.001470s ]
[ 2012-07-25T11:48:30+08:00 ] /gowb/admin.php/Topwords?&p=4 | INFO: Tag[ app_begin ] --START--
[ 2012-07-25T11:48:30+08:00 ] /gowb/admin.php/Topwords?&p=4 | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000992s ]
[ 2012-07-25T11:48:30+08:00 ] /gowb/admin.php/Topwords?&p=4 | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001171s ]
[ 2012-07-25T11:48:30+08:00 ] /gowb/admin.php/Topwords?&p=4 | SQL: SHOW COLUMNS FROM `wb_data_top_url` [ RunTime:0.006959s ]
[ 2012-07-25T11:48:30+08:00 ] /gowb/admin.php/Topwords?&p=4 | SQL: SELECT COUNT(*) AS tp_count FROM `wb_data_top_url` LIMIT 1   [ RunTime:0.000471s ]
[ 2012-07-25T11:48:30+08:00 ] /gowb/admin.php/Topwords?&p=4 | SQL: SELECT * FROM `wb_data_top_url` ORDER BY id asc LIMIT 3,1   [ RunTime:0.000305s ]
[ 2012-07-25T11:48:30+08:00 ] /gowb/admin.php/Topwords?&p=4 | INFO: Tag[ view_template ] --START--
[ 2012-07-25T11:48:30+08:00 ] /gowb/admin.php/Topwords?&p=4 | INFO: Run LocationTemplate Behavior [ RunTime:0.000950s ]
[ 2012-07-25T11:48:30+08:00 ] /gowb/admin.php/Topwords?&p=4 | INFO: Tag[ view_template ] --END-- [ RunTime:0.001242s ]
[ 2012-07-25T11:48:30+08:00 ] /gowb/admin.php/Topwords?&p=4 | INFO: Tag[ view_parse ] --START--
[ 2012-07-25T11:48:30+08:00 ] /gowb/admin.php/Topwords?&p=4 | INFO: Run ParseTemplate Behavior [ RunTime:0.017992s ]
[ 2012-07-25T11:48:30+08:00 ] /gowb/admin.php/Topwords?&p=4 | INFO: Tag[ view_parse ] --END-- [ RunTime:0.018204s ]
[ 2012-07-25T11:48:30+08:00 ] /gowb/admin.php/Topwords?&p=4 | INFO: Tag[ view_filter ] --START--
[ 2012-07-25T11:48:30+08:00 ] /gowb/admin.php/Topwords?&p=4 | INFO: Run ContentReplace Behavior [ RunTime:0.001039s ]
[ 2012-07-25T11:48:30+08:00 ] /gowb/admin.php/Topwords?&p=4 | INFO: Run TokenBuild Behavior [ RunTime:0.004385s ]
[ 2012-07-25T11:48:30+08:00 ] /gowb/admin.php/Topwords?&p=4 | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000692s ]
[ 2012-07-25T11:48:30+08:00 ] /gowb/admin.php/Topwords?&p=4 | INFO: Run ShowRuntime Behavior [ RunTime:0.001597s ]
[ 2012-07-25T11:48:30+08:00 ] /gowb/admin.php/Topwords?&p=4 | INFO: Tag[ view_filter ] --END-- [ RunTime:0.008263s ]
[ 2012-07-25T11:48:30+08:00 ] /gowb/admin.php/Topwords?&p=4 | INFO: Tag[ view_end ] --START--
[ 2012-07-25T11:48:30+08:00 ] /gowb/admin.php/Topwords?&p=4 | INFO: Run ShowPageTrace Behavior [ RunTime:0.001065s ]
[ 2012-07-25T11:48:30+08:00 ] /gowb/admin.php/Topwords?&p=4 | INFO: Tag[ view_end ] --END-- [ RunTime:0.001251s ]
[ 2012-07-25T13:19:38+08:00 ] /gowb/admin.php/Topwords/add | INFO: Tag[ route_check ] --START--
[ 2012-07-25T13:19:38+08:00 ] /gowb/admin.php/Topwords/add | INFO: Run CheckRoute Behavior [ RunTime:0.001435s ]
[ 2012-07-25T13:19:38+08:00 ] /gowb/admin.php/Topwords/add | INFO: Tag[ route_check ] --END-- [ RunTime:0.001649s ]
[ 2012-07-25T13:19:38+08:00 ] /gowb/admin.php/Topwords/add | INFO: Tag[ app_begin ] --START--
[ 2012-07-25T13:19:38+08:00 ] /gowb/admin.php/Topwords/add | INFO: Run ReadHtmlCache Behavior [ RunTime:0.002170s ]
[ 2012-07-25T13:19:38+08:00 ] /gowb/admin.php/Topwords/add | INFO: Tag[ app_begin ] --END-- [ RunTime:0.002389s ]
[ 2012-07-25T13:19:58+08:00 ] /gowb/admin.php/Topwords/add | INFO: Tag[ route_check ] --START--
[ 2012-07-25T13:19:58+08:00 ] /gowb/admin.php/Topwords/add | INFO: Run CheckRoute Behavior [ RunTime:0.001181s ]
[ 2012-07-25T13:19:58+08:00 ] /gowb/admin.php/Topwords/add | INFO: Tag[ route_check ] --END-- [ RunTime:0.001397s ]
[ 2012-07-25T13:19:58+08:00 ] /gowb/admin.php/Topwords/add | INFO: Tag[ app_begin ] --START--
[ 2012-07-25T13:19:58+08:00 ] /gowb/admin.php/Topwords/add | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000972s ]
[ 2012-07-25T13:19:58+08:00 ] /gowb/admin.php/Topwords/add | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001151s ]
[ 2012-07-25T13:20:21+08:00 ] /gowb/admin.php/Topwords/add | INFO: Tag[ route_check ] --START--
[ 2012-07-25T13:20:21+08:00 ] /gowb/admin.php/Topwords/add | INFO: Run CheckRoute Behavior [ RunTime:0.001370s ]
[ 2012-07-25T13:20:21+08:00 ] /gowb/admin.php/Topwords/add | INFO: Tag[ route_check ] --END-- [ RunTime:0.001609s ]
[ 2012-07-25T13:20:21+08:00 ] /gowb/admin.php/Topwords/add | INFO: Tag[ app_begin ] --START--
[ 2012-07-25T13:20:21+08:00 ] /gowb/admin.php/Topwords/add | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001007s ]
[ 2012-07-25T13:20:21+08:00 ] /gowb/admin.php/Topwords/add | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001183s ]
[ 2012-07-25T13:20:21+08:00 ] /gowb/admin.php/Topwords/add | INFO: Tag[ view_template ] --START--
[ 2012-07-25T13:20:21+08:00 ] /gowb/admin.php/Topwords/add | INFO: Run LocationTemplate Behavior [ RunTime:0.000999s ]
[ 2012-07-25T13:20:21+08:00 ] /gowb/admin.php/Topwords/add | INFO: Tag[ view_template ] --END-- [ RunTime:0.003115s ]
[ 2012-07-25T13:20:21+08:00 ] /gowb/admin.php/Topwords/add | INFO: Tag[ view_parse ] --START--
[ 2012-07-25T13:20:21+08:00 ] /gowb/admin.php/Topwords/add | INFO: Run ParseTemplate Behavior [ RunTime:0.015470s ]
[ 2012-07-25T13:20:21+08:00 ] /gowb/admin.php/Topwords/add | INFO: Tag[ view_parse ] --END-- [ RunTime:0.015673s ]
[ 2012-07-25T13:20:21+08:00 ] /gowb/admin.php/Topwords/add | INFO: Tag[ view_filter ] --START--
[ 2012-07-25T13:20:21+08:00 ] /gowb/admin.php/Topwords/add | INFO: Run ContentReplace Behavior [ RunTime:0.000893s ]
[ 2012-07-25T13:20:21+08:00 ] /gowb/admin.php/Topwords/add | INFO: Run TokenBuild Behavior [ RunTime:0.000936s ]
[ 2012-07-25T13:20:21+08:00 ] /gowb/admin.php/Topwords/add | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000651s ]
[ 2012-07-25T13:20:21+08:00 ] /gowb/admin.php/Topwords/add | INFO: Run ShowRuntime Behavior [ RunTime:0.001196s ]
[ 2012-07-25T13:20:21+08:00 ] /gowb/admin.php/Topwords/add | INFO: Tag[ view_filter ] --END-- [ RunTime:0.004197s ]
[ 2012-07-25T13:20:21+08:00 ] /gowb/admin.php/Topwords/add | INFO: Tag[ view_end ] --START--
[ 2012-07-25T13:20:21+08:00 ] /gowb/admin.php/Topwords/add | INFO: Run ShowPageTrace Behavior [ RunTime:0.001078s ]
[ 2012-07-25T13:20:21+08:00 ] /gowb/admin.php/Topwords/add | INFO: Tag[ view_end ] --END-- [ RunTime:0.001274s ]
[ 2012-07-25T16:41:57+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ route_check ] --START--
[ 2012-07-25T16:41:57+08:00 ] /gowb/admin.php/Topwords | INFO: Run CheckRoute Behavior [ RunTime:0.001829s ]
[ 2012-07-25T16:41:57+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ route_check ] --END-- [ RunTime:0.002070s ]
[ 2012-07-25T16:41:57+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ app_begin ] --START--
[ 2012-07-25T16:41:57+08:00 ] /gowb/admin.php/Topwords | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001544s ]
[ 2012-07-25T16:41:57+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001734s ]
[ 2012-07-25T16:41:57+08:00 ] /gowb/admin.php/Topwords | SQL: SHOW COLUMNS FROM `wb_data_top_url` [ RunTime:0.005992s ]
[ 2012-07-25T16:41:57+08:00 ] /gowb/admin.php/Topwords | SQL: SELECT COUNT(*) AS tp_count FROM `wb_data_top_url` LIMIT 1   [ RunTime:0.000480s ]
[ 2012-07-25T16:41:57+08:00 ] /gowb/admin.php/Topwords | SQL: SELECT * FROM `wb_data_top_url` ORDER BY id asc LIMIT 0,3   [ RunTime:0.000363s ]
[ 2012-07-25T16:41:57+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ view_template ] --START--
[ 2012-07-25T16:41:57+08:00 ] /gowb/admin.php/Topwords | INFO: Run LocationTemplate Behavior [ RunTime:0.001752s ]
[ 2012-07-25T16:41:57+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ view_template ] --END-- [ RunTime:0.001946s ]
[ 2012-07-25T16:41:57+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ view_parse ] --START--
[ 2012-07-25T16:41:57+08:00 ] /gowb/admin.php/Topwords | INFO: Run ParseTemplate Behavior [ RunTime:0.024759s ]
[ 2012-07-25T16:41:57+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ view_parse ] --END-- [ RunTime:0.024960s ]
[ 2012-07-25T16:41:57+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ view_filter ] --START--
[ 2012-07-25T16:41:57+08:00 ] /gowb/admin.php/Topwords | INFO: Run ContentReplace Behavior [ RunTime:0.000994s ]
[ 2012-07-25T16:41:57+08:00 ] /gowb/admin.php/Topwords | INFO: Run TokenBuild Behavior [ RunTime:0.001028s ]
[ 2012-07-25T16:41:57+08:00 ] /gowb/admin.php/Topwords | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000593s ]
[ 2012-07-25T16:41:57+08:00 ] /gowb/admin.php/Topwords | INFO: Run ShowRuntime Behavior [ RunTime:0.001101s ]
[ 2012-07-25T16:41:57+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ view_filter ] --END-- [ RunTime:0.004234s ]
[ 2012-07-25T16:41:57+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ view_end ] --START--
[ 2012-07-25T16:41:57+08:00 ] /gowb/admin.php/Topwords | INFO: Run ShowPageTrace Behavior [ RunTime:0.000984s ]
[ 2012-07-25T16:41:57+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ view_end ] --END-- [ RunTime:0.001162s ]
[ 2012-07-25T16:42:29+08:00 ] /gowb/admin.php/Index | INFO: Tag[ route_check ] --START--
[ 2012-07-25T16:42:29+08:00 ] /gowb/admin.php/Index | INFO: Run CheckRoute Behavior [ RunTime:0.001353s ]
[ 2012-07-25T16:42:29+08:00 ] /gowb/admin.php/Index | INFO: Tag[ route_check ] --END-- [ RunTime:0.001573s ]
[ 2012-07-25T16:42:29+08:00 ] /gowb/admin.php/Index | INFO: Tag[ app_begin ] --START--
[ 2012-07-25T16:42:29+08:00 ] /gowb/admin.php/Index | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001183s ]
[ 2012-07-25T16:42:29+08:00 ] /gowb/admin.php/Index | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001369s ]
[ 2012-07-25T16:42:29+08:00 ] /gowb/admin.php/Index | INFO: Tag[ view_template ] --START--
[ 2012-07-25T16:42:29+08:00 ] /gowb/admin.php/Index | INFO: Run LocationTemplate Behavior [ RunTime:0.001494s ]
[ 2012-07-25T16:42:29+08:00 ] /gowb/admin.php/Index | INFO: Tag[ view_template ] --END-- [ RunTime:0.001712s ]
[ 2012-07-25T16:42:29+08:00 ] /gowb/admin.php/Index | INFO: Tag[ view_parse ] --START--
[ 2012-07-25T16:42:29+08:00 ] /gowb/admin.php/Index | INFO: Run ParseTemplate Behavior [ RunTime:0.027456s ]
[ 2012-07-25T16:42:29+08:00 ] /gowb/admin.php/Index | INFO: Tag[ view_parse ] --END-- [ RunTime:0.027669s ]
[ 2012-07-25T16:42:29+08:00 ] /gowb/admin.php/Index | INFO: Tag[ view_filter ] --START--
[ 2012-07-25T16:42:29+08:00 ] /gowb/admin.php/Index | INFO: Run ContentReplace Behavior [ RunTime:0.000909s ]
[ 2012-07-25T16:42:29+08:00 ] /gowb/admin.php/Index | INFO: Run TokenBuild Behavior [ RunTime:0.000964s ]
[ 2012-07-25T16:42:29+08:00 ] /gowb/admin.php/Index | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000542s ]
[ 2012-07-25T16:42:29+08:00 ] /gowb/admin.php/Index | INFO: Run ShowRuntime Behavior [ RunTime:0.001163s ]
[ 2012-07-25T16:42:29+08:00 ] /gowb/admin.php/Index | INFO: Tag[ view_filter ] --END-- [ RunTime:0.004104s ]
[ 2012-07-25T16:42:29+08:00 ] /gowb/admin.php/Index | INFO: Tag[ view_end ] --START--
[ 2012-07-25T16:42:29+08:00 ] /gowb/admin.php/Index | INFO: Run ShowPageTrace Behavior [ RunTime:0.001080s ]
[ 2012-07-25T16:42:29+08:00 ] /gowb/admin.php/Index | INFO: Tag[ view_end ] --END-- [ RunTime:0.001309s ]
[ 2012-07-25T16:42:30+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ route_check ] --START--
[ 2012-07-25T16:42:30+08:00 ] /gowb/admin.php/Topwords | INFO: Run CheckRoute Behavior [ RunTime:0.001608s ]
[ 2012-07-25T16:42:30+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ route_check ] --END-- [ RunTime:0.001840s ]
[ 2012-07-25T16:42:30+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ app_begin ] --START--
[ 2012-07-25T16:42:30+08:00 ] /gowb/admin.php/Topwords | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001219s ]
[ 2012-07-25T16:42:30+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001411s ]
[ 2012-07-25T16:42:30+08:00 ] /gowb/admin.php/Topwords | SQL: SHOW COLUMNS FROM `wb_data_top_url` [ RunTime:0.006680s ]
[ 2012-07-25T16:42:30+08:00 ] /gowb/admin.php/Topwords | SQL: SELECT COUNT(*) AS tp_count FROM `wb_data_top_url` LIMIT 1   [ RunTime:0.000546s ]
[ 2012-07-25T16:42:30+08:00 ] /gowb/admin.php/Topwords | SQL: SELECT * FROM `wb_data_top_url` ORDER BY id asc LIMIT 0,3   [ RunTime:0.000384s ]
[ 2012-07-25T16:42:30+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ view_template ] --START--
[ 2012-07-25T16:42:30+08:00 ] /gowb/admin.php/Topwords | INFO: Run LocationTemplate Behavior [ RunTime:0.001475s ]
[ 2012-07-25T16:42:30+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ view_template ] --END-- [ RunTime:0.001669s ]
[ 2012-07-25T16:42:30+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ view_parse ] --START--
[ 2012-07-25T16:42:30+08:00 ] /gowb/admin.php/Topwords | INFO: Run ParseTemplate Behavior [ RunTime:0.021120s ]
[ 2012-07-25T16:42:30+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ view_parse ] --END-- [ RunTime:0.021322s ]
[ 2012-07-25T16:42:30+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ view_filter ] --START--
[ 2012-07-25T16:42:30+08:00 ] /gowb/admin.php/Topwords | INFO: Run ContentReplace Behavior [ RunTime:0.000976s ]
[ 2012-07-25T16:42:30+08:00 ] /gowb/admin.php/Topwords | INFO: Run TokenBuild Behavior [ RunTime:0.001002s ]
[ 2012-07-25T16:42:30+08:00 ] /gowb/admin.php/Topwords | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000588s ]
[ 2012-07-25T16:42:30+08:00 ] /gowb/admin.php/Topwords | INFO: Run ShowRuntime Behavior [ RunTime:0.001077s ]
[ 2012-07-25T16:42:30+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ view_filter ] --END-- [ RunTime:0.004170s ]
[ 2012-07-25T16:42:30+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ view_end ] --START--
[ 2012-07-25T16:42:30+08:00 ] /gowb/admin.php/Topwords | INFO: Run ShowPageTrace Behavior [ RunTime:0.003099s ]
[ 2012-07-25T16:42:30+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ view_end ] --END-- [ RunTime:0.003322s ]
